id height sex age
id904184 167.112949149708 0 72.7257919416073
id690732 168.077043501898 0 58.6011997417331
id538069 168.331221084146 0 49.2137843455035
id710165 169.151713181379 0 63.9855377719135
id852663 178.834414412308 1 73.6435079503658
id126807 186.646969582003 1 64.1449135851599
id990941 183.062589534755 1 51.2757150587473
id595713 172.886158516028 0 46.4056563167277
id21999 167.478282481124 0 64.842094190157
id372458 171.60410031036 1 41.2117408598607
id918075 173.809595317193 1 76.3014998217654
id10055 171.863717508283 0 62.168376851186
id954931 168.740397885895 0 68.1780337798445
id690936 170.426845824359 0 65.1658883151137
id729124 168.214746933587 0 71.2376691564842
id317797 173.234859224152 0 26.9160557334094
id180594 172.471690393902 1 79.6934062158089
id336491 185.941629656499 1 61.2743318817997
id93877 151.268505982440 0 35.4725250214322
id935945 179.555469888261 1 52.118107675761
id501598 170.710384429951 0 47.2161330900636
id871963 165.679011838070 1 52.9417211803685
id827034 183.879115672702 1 77.975957535635
id777456 167.260151682603 1 49.2658818137372
id174950 159.307989942942 0 43.0161923923138
id964637 166.444143896755 0 45.8647287757214
id724067 180.638786833009 1 56.169622106367
id682778 197.693432311418 1 30.7120816027501
id941921 161.098948528482 0 53.9306167830798
id222545 177.747450876451 1 61.9697462184482
id704769 NA 0 53.5164191360713
id506262 NA 1 64.6329004021784
id492414 157.580260914086 0 58.9086160227674
id826975 164.808775206261 0 65.4075683141035
id482373 160.840547337596 0 76.6595674927359
id813971 NA 0 84.133625401668
id955526 NA 0 55.5028971749649
id927863 166.582588740320 0 66.5804018479591
id751101 161.083305377039 0 56.0717500949652
id558483 163.667583478963 0 47.2247044219155
id494172 171.567447217940 1 76.8579185394453
id980722 168.283559641308 0 86.0193317930932
id367778 170.420078148900 0 51.0364713273194
id952031 184.748626970448 1 65.7036712353429
id703534 166.720050990185 1 72.236834718085
id689349 153.912385571881 0 69.7870790365425
id994430 167.747659386592 0 55.3003050188944
id988883 168.117843783264 0 69.8910922408702
id336637 166.647805506924 0 46.3818454875327
id963886 174.488413063651 0 49.5309813200341
id803325 173.164429076780 0 28.6168667499216
id444459 NA 0 24.9259940481639
id717362 185.933657898588 1 43.2938000839428
id385675 182.607826139245 1 82.5058465972135
id804699 163.162474229119 1 54.2031475749140
id238796 NA 1 65.1188558784702
id135315 NA 0 50.6360356526711
id590315 162.715870508243 0 49.7508374912844
id518391 171.300702239563 1 49.6835155346146
id419868 180.144567387131 1 57.952937275217
id890971 NA 1 69.6232078304624
id392912 166.005204296782 0 70.8485336467672
id229047 171.161628817444 1 34.3374132487408
id683879 171.236817500069 0 53.3088463375829
id645690 170.584620717111 0 53.4688809984076
id14836 182.168331733645 1 35.8498253743600
id353495 160.566234795478 0 50.519202894669
id472244 180.784019560642 1 47.850968898713
id60633 173.926544281331 0 23.3035147869928
id99016 166.851331078492 0 83.1286765059919
id267241 162.868420302717 0 90.2409348639413
id660840 162.944735946891 0 42.46393575107
id315883 173.581025454778 0 73.3223997610317
id52052 182.001975739580 0 82.0019046586594
id147900 174.375688422634 0 40.8853912428091
id354523 179.848745636711 1 56.5576112454553
id636728 174.429795159687 0 56.5664877162697
id747852 182.548533497441 1 55.0767660383464
id684760 NA 0 35.0181958776374
id771444 187.900379864306 1 46.5564125440742
id405792 176.372934134811 1 45.4926234574294
id121007 177.541564798626 1 36.6639098047022
id883847 156.395410859358 0 32.8768313919283
id102874 178.612190619767 1 45.2478051768211
id995582 171.358428943422 0 51.8289273125384
id84292 166.664628244472 0 53.8287139728737
id481736 171.838653295261 0 73.6480449983324
id521287 173.613540145850 1 51.2035495453341
id448811 NA 0 34.9448248009264
id439724 NA 1 57.4960458542251
id519567 178.474504765564 0 43.0203774957767
id541635 179.13293630535 1 60.094310490059
id457396 164.369566028900 0 51.3107353143334
id958204 177.942761860862 1 50.6681060322198
id848600 183.718150720331 1 67.4684273207409
id352424 172.719858786320 0 44.0853428269283
id917280 NA 0 58.043607917703
id39847 160.646774792024 0 47.4092740225689
id687857 171.800020146137 0 55.9852681138142
id499289 173.087921511442 0 45.0099229256939
id394203 173.491495887183 1 71.6498502881161
id918375 171.879570975349 0 72.0383097723614
id553502 181.900113671502 1 69.021545511428
id752433 168.170841215011 0 44.264434815465
id555013 NA 1 64.1674752353489
id808536 183.918112884826 1 54.5042768013142
id720386 172.493761023185 1 60.1760612109239
id409904 170.745579798846 0 73.9923175757741
id571021 180.137151154443 1 46.3658149924482
id648663 NA 0 75.0190110887193
